id,product_id,product_name,price,quantity,flavors,category,size,calories,ingredients,availability,rating
513,COF0513,Espresso,198.51,27,Hazelnut,Hot,Small,128,"Milk, Cream",FALSE,4.1
514,COF0514,Cappuccino,169.3,173,Mint,Iced,Large,382,"Coffee Beans, Cream, Ice, Spices",TRUE,2.8
515,COF0515,Espresso,101.44,179,Mint,Hot,Large,490,"Sugar, Spices, Ice, Chocolate, Cream",FALSE,2.3
516,COF0516,Masala Chai,240.61,43,None,Cold,Large,128,"Sugar, Ice",TRUE,1.8
517,COF0517,Frappuccino,68.95,31,Caramel,Iced,Small,373,"Spices, Ice, Chocolate, Coffee Beans, Tea Leaves",FALSE,1.5
518,COF0518,Mocha,125.4,97,Caramel,Iced,Medium,283,"Coffee Beans, Milk, Cream, Chocolate, Tea Leaves",FALSE,4.3
519,COF0519,Espresso,170.41,194,Vanilla,Cold,Small,467,"Tea Leaves, Spices, Milk",TRUE,3
520,COF0520,Cappuccino,86.43,42,Chocolate,Hot,Large,284,"Milk, Spices",TRUE,4
521,COF0521,Frappuccino,359.1,38,Cinnamon,Iced,Medium,177,"Milk, Sugar, Chocolate, Coffee Beans",TRUE,1.9
522,COF0522,Espresso,466.82,66,Chocolate,Iced,Small,100,"Tea Leaves, Cream, Spices, Chocolate",FALSE,2.1
523,COF0523,Mocha,57.15,172,Caramel,Hot,Large,401,"Sugar, Ice",TRUE,3.2
524,COF0524,Americano,485.28,41,Cinnamon,Blended,Small,113,"Ice, Milk, Spices, Tea Leaves",FALSE,1.7
525,COF0525,Choco Frappe,328.29,171,None,Iced,Large,178,"Ice, Chocolate",FALSE,3.7
526,COF0526,Choco Frappe,425.68,163,Cinnamon,Cold,Medium,457,"Tea Leaves, Ice, Coffee Beans",FALSE,4.1
527,COF0527,Masala Chai,140.08,111,Cardamom,Iced,Medium,489,"Milk, Chocolate",FALSE,1.9
528,COF0528,Espresso,178.34,127,Vanilla,Blended,Medium,300,"Tea Leaves, Ice, Coffee Beans",TRUE,1.2
529,COF0529,Latte,80.01,15,Cardamom,Blended,Medium,219,"Chocolate, Milk",TRUE,4.6
530,COF0530,Choco Frappe,261.99,64,Hazelnut,Blended,Small,150,"Chocolate, Milk, Coffee Beans, Sugar",FALSE,1.4
531,COF0531,Espresso,363.66,106,Mint,Blended,Small,149,"Coffee Beans, Sugar, Chocolate, Milk",FALSE,4.2
532,COF0532,Iced Latte,486.28,67,Cardamom,Blended,Small,102,"Spices, Ice",FALSE,2.2
533,COF0533,Americano,309.07,59,Mint,Cold,Large,107,"Chocolate, Ice, Milk, Tea Leaves",TRUE,1.7
534,COF0534,Latte,102.86,175,Cardamom,Hot,Large,175,"Sugar, Cream, Tea Leaves, Spices, Milk",FALSE,3
535,COF0535,Frappuccino,147.36,115,None,Blended,Medium,477,"Milk, Ice",TRUE,3.5
536,COF0536,Masala Chai,468.74,141,Vanilla,Iced,Medium,215,"Sugar, Spices, Tea Leaves",TRUE,1.4
537,COF0537,Iced Latte,158.58,29,Hazelnut,Cold,Medium,228,"Ice, Tea Leaves, Milk, Sugar",FALSE,4.3
538,COF0538,Mocha,319.07,58,Vanilla,Cold,Large,209,"Tea Leaves, Sugar, Cream",FALSE,3.8
539,COF0539,Frappuccino,420.49,165,Vanilla,Cold,Small,161,"Sugar, Tea Leaves, Coffee Beans, Chocolate",FALSE,1.8
540,COF0540,Cappuccino,197.77,15,None,Cold,Large,150,"Chocolate, Coffee Beans, Sugar, Tea Leaves, Spices",TRUE,1.9
541,COF0541,Latte,344.44,89,Chocolate,Cold,Medium,411,"Chocolate, Spices, Milk, Ice",FALSE,1.2
542,COF0542,Cappuccino,231.37,31,Vanilla,Blended,Large,274,"Spices, Coffee Beans, Sugar",FALSE,1.5
543,COF0543,Frappuccino,464.46,39,None,Iced,Medium,213,"Coffee Beans, Chocolate, Sugar, Milk",FALSE,3.1
544,COF0544,Choco Frappe,135.86,193,None,Cold,Medium,387,"Ice, Chocolate, Cream, Tea Leaves",TRUE,4.9
545,COF0545,Iced Latte,69.87,28,Caramel,Blended,Small,414,"Ice, Coffee Beans, Tea Leaves, Spices",FALSE,1.4
546,COF0546,Choco Frappe,131.68,105,Chocolate,Blended,Small,157,"Cream, Spices, Milk, Coffee Beans, Chocolate",TRUE,4
547,COF0547,Macchiato,121.15,98,Chocolate,Hot,Large,337,"Cream, Chocolate, Coffee Beans, Tea Leaves, Sugar",FALSE,3.4
548,COF0548,Macchiato,493.31,138,Vanilla,Hot,Large,417,"Ice, Cream",FALSE,4
549,COF0549,Masala Chai,91.49,111,Cinnamon,Hot,Medium,323,"Sugar, Cream",FALSE,4.5
550,COF0550,Choco Frappe,351.57,168,Vanilla,Hot,Large,156,"Cream, Milk, Chocolate, Coffee Beans, Tea Leaves",FALSE,3.1
551,COF0551,Espresso,189.93,128,Cinnamon,Blended,Medium,286,"Sugar, Milk, Ice",TRUE,4.6
552,COF0552,Iced Latte,408.66,161,Mint,Blended,Large,374,"Coffee Beans, Chocolate, Ice, Milk, Spices",FALSE,3.5
553,COF0553,Iced Latte,348.3,164,None,Iced,Large,482,"Chocolate, Ice, Sugar",TRUE,2.6
554,COF0554,Espresso,119.25,191,Hazelnut,Hot,Medium,262,"Ice, Coffee Beans, Tea Leaves, Milk",TRUE,4.2
555,COF0555,Masala Chai,204.42,68,Chocolate,Cold,Small,175,"Spices, Chocolate, Tea Leaves, Milk",FALSE,4
556,COF0556,Cappuccino,164.96,36,Hazelnut,Iced,Small,486,"Sugar, Tea Leaves, Chocolate",TRUE,3.1
557,COF0557,Masala Chai,130.1,104,Caramel,Hot,Large,274,"Sugar, Chocolate, Milk, Cream",FALSE,1.6
558,COF0558,Frappuccino,486.56,119,Chocolate,Cold,Medium,315,"Tea Leaves, Ice, Spices",FALSE,1.3
559,COF0559,Frappuccino,233.65,62,Hazelnut,Cold,Medium,416,"Sugar, Milk",FALSE,3.2
560,COF0560,Latte,290.68,70,Cardamom,Cold,Medium,442,"Spices, Cream",TRUE,3.6
561,COF0561,Latte,275.29,89,None,Cold,Small,216,"Sugar, Ice, Coffee Beans, Tea Leaves",FALSE,3
562,COF0562,Macchiato,420.17,30,Hazelnut,Blended,Large,203,"Ice, Cream, Milk",FALSE,1.3
563,COF0563,Espresso,434.54,20,Vanilla,Hot,Medium,365,"Chocolate, Cream, Coffee Beans, Milk, Sugar",TRUE,2.3
564,COF0564,Mocha,183.71,129,Vanilla,Cold,Medium,248,"Tea Leaves, Milk, Coffee Beans, Sugar, Cream",TRUE,2.4
565,COF0565,Masala Chai,349.45,190,Caramel,Blended,Small,326,"Tea Leaves, Sugar, Coffee Beans, Spices",FALSE,3.3
566,COF0566,Choco Frappe,355.39,193,Cardamom,Cold,Large,424,"Tea Leaves, Sugar, Spices",FALSE,2.9
567,COF0567,Latte,89.67,123,Mint,Blended,Medium,400,"Cream, Tea Leaves",FALSE,2.6
568,COF0568,Macchiato,237.42,31,Chocolate,Hot,Small,151,"Sugar, Tea Leaves, Chocolate",TRUE,3.6
569,COF0569,Iced Latte,253.97,34,Caramel,Iced,Medium,458,"Sugar, Tea Leaves",TRUE,2.1
570,COF0570,Choco Frappe,228.25,17,None,Blended,Medium,326,"Coffee Beans, Cream, Milk, Chocolate, Tea Leaves",FALSE,2.3
571,COF0571,Espresso,67.13,181,None,Hot,Small,209,"Coffee Beans, Chocolate, Sugar, Spices, Ice",TRUE,2.8
572,COF0572,Latte,331.08,157,Cardamom,Cold,Medium,118,"Ice, Tea Leaves",TRUE,4.9
573,COF0573,Macchiato,124.36,154,Hazelnut,Cold,Small,356,"Sugar, Ice, Coffee Beans",FALSE,4.5
574,COF0574,Macchiato,220.18,51,Vanilla,Hot,Medium,407,"Coffee Beans, Tea Leaves, Ice, Sugar",TRUE,4.3
575,COF0575,Cappuccino,429.24,188,None,Iced,Medium,355,"Tea Leaves, Cream, Sugar",FALSE,4.9
576,COF0576,Mocha,470.06,164,Chocolate,Blended,Small,493,"Tea Leaves, Cream, Coffee Beans",TRUE,4.4
577,COF0577,Latte,377.82,51,Caramel,Iced,Medium,381,"Ice, Spices",TRUE,1.3
578,COF0578,Mocha,350.71,13,Vanilla,Hot,Medium,327,"Coffee Beans, Ice",TRUE,4.7
579,COF0579,Masala Chai,272.94,150,Caramel,Iced,Large,360,"Sugar, Spices, Milk, Tea Leaves, Ice",TRUE,1.8
580,COF0580,Macchiato,392.43,146,Cinnamon,Cold,Large,194,"Tea Leaves, Cream, Sugar, Ice",TRUE,4.7
581,COF0581,Latte,85.47,149,Caramel,Blended,Small,237,"Tea Leaves, Coffee Beans",TRUE,1.8
582,COF0582,Espresso,238.53,53,Caramel,Cold,Large,100,"Milk, Chocolate, Spices",TRUE,4.8
583,COF0583,Macchiato,260.06,50,None,Hot,Medium,432,"Chocolate, Milk",FALSE,2.2
584,COF0584,Latte,362.38,94,Chocolate,Blended,Medium,296,"Sugar, Ice",TRUE,1.7
585,COF0585,Iced Latte,461.7,75,Chocolate,Cold,Small,427,"Tea Leaves, Milk",FALSE,3.7
586,COF0586,Mocha,69.15,109,Cardamom,Cold,Medium,289,"Tea Leaves, Coffee Beans, Sugar, Spices",FALSE,4.4
587,COF0587,Americano,361.86,16,Hazelnut,Cold,Medium,329,"Coffee Beans, Sugar, Cream, Spices, Tea Leaves",TRUE,4.1
588,COF0588,Iced Latte,335.2,90,Vanilla,Cold,Medium,304,"Cream, Coffee Beans, Milk, Tea Leaves, Sugar",TRUE,4.4
589,COF0589,Masala Chai,170.21,164,Hazelnut,Blended,Small,348,"Cream, Ice, Coffee Beans, Milk",TRUE,1.2
590,COF0590,Mocha,341.94,167,Cinnamon,Blended,Small,454,"Tea Leaves, Ice, Coffee Beans, Chocolate, Milk",TRUE,4.3
591,COF0591,Latte,424.83,117,Vanilla,Blended,Medium,132,"Coffee Beans, Chocolate, Ice, Tea Leaves, Cream",TRUE,2.1
592,COF0592,Iced Latte,256.14,46,Cardamom,Blended,Large,261,"Milk, Cream, Sugar, Spices, Tea Leaves",TRUE,2.5
593,COF0593,Mocha,480.04,91,Vanilla,Hot,Medium,175,"Coffee Beans, Spices",FALSE,1.6
594,COF0594,Americano,344.35,25,Cinnamon,Iced,Large,239,"Coffee Beans, Ice, Milk, Chocolate",FALSE,3.7
595,COF0595,Frappuccino,474.46,181,Vanilla,Iced,Medium,477,"Chocolate, Tea Leaves",TRUE,1.7
596,COF0596,Macchiato,468.97,53,Cardamom,Blended,Small,206,"Coffee Beans, Tea Leaves, Ice",TRUE,3.5
597,COF0597,Choco Frappe,229.01,22,Vanilla,Cold,Medium,338,"Ice, Coffee Beans, Chocolate, Cream, Tea Leaves",TRUE,2.7
598,COF0598,Espresso,152.56,31,Vanilla,Iced,Large,255,"Tea Leaves, Milk",FALSE,2.7
599,COF0599,Choco Frappe,359.77,139,Caramel,Iced,Medium,181,"Ice, Sugar, Cream",TRUE,2.3
600,COF0600,Espresso,313.41,12,Mint,Blended,Small,282,"Sugar, Cream, Chocolate, Ice",TRUE,2.5
601,COF0601,Iced Latte,328.43,143,Caramel,Cold,Medium,472,"Sugar, Chocolate, Cream, Milk",TRUE,3.4
602,COF0602,Masala Chai,354.33,153,Chocolate,Cold,Small,312,"Spices, Chocolate, Cream, Tea Leaves",FALSE,4.8
603,COF0603,Masala Chai,390.28,163,Cinnamon,Blended,Large,459,"Cream, Ice, Sugar, Coffee Beans",TRUE,1.2
604,COF0604,Americano,300.08,37,Cinnamon,Hot,Large,247,"Coffee Beans, Spices",TRUE,1.8
605,COF0605,Choco Frappe,459.69,160,Hazelnut,Hot,Large,153,"Chocolate, Spices, Tea Leaves, Sugar, Cream",TRUE,1.1
606,COF0606,Espresso,316.46,10,Mint,Cold,Medium,251,"Ice, Cream, Milk, Tea Leaves, Spices",TRUE,4.3
607,COF0607,Mocha,384.39,61,Vanilla,Iced,Large,333,"Chocolate, Sugar, Spices",FALSE,1
608,COF0608,Iced Latte,142.03,132,Cinnamon,Iced,Medium,199,"Sugar, Coffee Beans, Chocolate, Ice, Cream",TRUE,2.5
609,COF0609,Iced Latte,360.33,107,Cinnamon,Cold,Small,278,"Sugar, Chocolate",FALSE,4.8
610,COF0610,Iced Latte,426.42,97,Mint,Cold,Small,279,"Spices, Coffee Beans, Milk, Chocolate, Ice",FALSE,4.3
611,COF0611,Latte,238.08,54,None,Cold,Medium,349,"Cream, Sugar, Spices",FALSE,4.9
612,COF0612,Mocha,211.48,114,Mint,Blended,Medium,392,"Tea Leaves, Milk",TRUE,3.4
613,COF0613,Choco Frappe,151.46,106,Chocolate,Cold,Large,388,"Coffee Beans, Ice, Sugar, Tea Leaves, Milk",TRUE,3.7
614,COF0614,Mocha,176.3,178,Chocolate,Blended,Medium,407,"Tea Leaves, Ice, Chocolate",FALSE,3
615,COF0615,Mocha,380.02,161,Cardamom,Iced,Large,472,"Coffee Beans, Cream, Chocolate, Tea Leaves",TRUE,2.3
616,COF0616,Americano,253.68,27,Cinnamon,Iced,Small,477,"Sugar, Chocolate, Milk",TRUE,4.3
617,COF0617,Cappuccino,390.7,92,Cardamom,Iced,Medium,474,"Tea Leaves, Cream, Spices",TRUE,3.7
618,COF0618,Macchiato,289.67,133,None,Hot,Large,295,"Tea Leaves, Coffee Beans, Ice, Milk",TRUE,2.7
619,COF0619,Mocha,479.37,128,Chocolate,Cold,Large,408,"Sugar, Cream, Spices, Ice, Milk",FALSE,4.7
620,COF0620,Choco Frappe,182.91,180,Chocolate,Iced,Small,193,"Spices, Coffee Beans",TRUE,3.2
621,COF0621,Masala Chai,355.09,135,Cardamom,Blended,Medium,251,"Chocolate, Cream",TRUE,1.9
622,COF0622,Cappuccino,163.12,49,Vanilla,Iced,Small,326,"Cream, Chocolate",TRUE,2
623,COF0623,Frappuccino,458.73,83,Mint,Hot,Medium,401,"Chocolate, Cream",TRUE,1.3
624,COF0624,Latte,320.04,120,Mint,Cold,Medium,324,"Chocolate, Tea Leaves, Cream",FALSE,4.2
625,COF0625,Americano,263.86,196,Cinnamon,Hot,Small,216,"Ice, Coffee Beans, Tea Leaves",FALSE,1.6
626,COF0626,Latte,66.08,95,Mint,Iced,Large,272,"Tea Leaves, Spices, Coffee Beans, Cream",TRUE,2.8
627,COF0627,Choco Frappe,226.58,188,Cinnamon,Blended,Large,420,"Sugar, Tea Leaves, Ice",FALSE,1.2
628,COF0628,Choco Frappe,455.52,65,Chocolate,Blended,Small,390,"Ice, Coffee Beans",FALSE,3
629,COF0629,Choco Frappe,109.31,32,Cardamom,Iced,Medium,471,"Cream, Coffee Beans, Ice, Spices",FALSE,4.4
630,COF0630,Iced Latte,420.82,185,Caramel,Cold,Large,135,"Coffee Beans, Milk, Spices, Sugar, Tea Leaves",FALSE,2.1
631,COF0631,Americano,436.68,125,Chocolate,Hot,Large,414,"Coffee Beans, Sugar",TRUE,3
632,COF0632,Cappuccino,249.62,170,Chocolate,Iced,Large,134,"Tea Leaves, Chocolate, Coffee Beans, Milk, Cream",FALSE,1.2
633,COF0633,Latte,381.74,82,Caramel,Iced,Small,178,"Chocolate, Spices, Cream, Tea Leaves, Sugar",TRUE,1.4
634,COF0634,Frappuccino,257.34,177,Hazelnut,Cold,Large,355,"Spices, Milk",TRUE,1.4
635,COF0635,Masala Chai,449.93,46,Chocolate,Hot,Large,298,"Tea Leaves, Milk, Cream, Sugar",FALSE,4.4
636,COF0636,Americano,215.52,151,Cardamom,Iced,Small,347,"Tea Leaves, Ice, Chocolate, Coffee Beans",TRUE,1.3
637,COF0637,Latte,413.97,104,Vanilla,Iced,Large,402,"Ice, Sugar",FALSE,2.7
638,COF0638,Americano,382.33,24,Hazelnut,Blended,Medium,228,"Chocolate, Coffee Beans, Cream, Spices",FALSE,1.8
639,COF0639,Americano,449.93,30,Vanilla,Hot,Large,182,"Sugar, Milk, Spices, Tea Leaves",TRUE,2
640,COF0640,Masala Chai,373.57,125,Mint,Cold,Large,108,"Milk, Sugar, Ice, Spices",TRUE,4.5
641,COF0641,Americano,118.65,181,None,Blended,Medium,489,"Spices, Tea Leaves, Coffee Beans",TRUE,2.4
642,COF0642,Latte,469.4,19,Cardamom,Cold,Large,105,"Tea Leaves, Milk, Coffee Beans, Sugar",TRUE,1.5
643,COF0643,Cappuccino,180.27,77,Vanilla,Cold,Small,493,"Coffee Beans, Tea Leaves, Sugar",FALSE,4.2
644,COF0644,Masala Chai,240.65,20,Cardamom,Iced,Small,421,"Milk, Cream, Spices",TRUE,3
645,COF0645,Mocha,234.29,64,Cardamom,Blended,Medium,296,"Tea Leaves, Milk, Ice, Chocolate",FALSE,4.6
646,COF0646,Latte,208.05,158,Cinnamon,Cold,Large,276,"Ice, Cream, Coffee Beans, Spices",TRUE,5
647,COF0647,Choco Frappe,498.45,28,None,Iced,Small,469,"Coffee Beans, Tea Leaves, Cream",FALSE,3.8
648,COF0648,Americano,102.79,166,Caramel,Blended,Small,377,"Sugar, Coffee Beans, Cream",TRUE,1.9
649,COF0649,Frappuccino,173.2,165,Cinnamon,Iced,Large,406,"Ice, Milk, Chocolate, Tea Leaves",FALSE,1.8
650,COF0650,Latte,335.41,158,Mint,Blended,Large,478,"Ice, Coffee Beans, Milk",TRUE,2.8
651,COF0651,Mocha,377.91,134,Mint,Hot,Medium,377,"Coffee Beans, Milk",TRUE,1.8
652,COF0652,Cappuccino,217.25,157,Mint,Cold,Medium,497,"Ice, Spices, Milk, Sugar, Tea Leaves",FALSE,1.1
653,COF0653,Masala Chai,226.97,46,Mint,Iced,Large,421,"Sugar, Milk",FALSE,1.1
654,COF0654,Choco Frappe,340.98,68,Cinnamon,Hot,Small,302,"Spices, Ice, Sugar",FALSE,4.5
655,COF0655,Espresso,356.71,109,Chocolate,Iced,Large,446,"Coffee Beans, Chocolate, Cream",FALSE,3.8
656,COF0656,Iced Latte,452.2,40,Vanilla,Hot,Medium,377,"Cream, Ice, Sugar",TRUE,2
657,COF0657,Espresso,452.49,120,Hazelnut,Blended,Medium,213,"Tea Leaves, Spices, Cream",TRUE,1.9
658,COF0658,Frappuccino,128.04,120,Mint,Blended,Small,303,"Coffee Beans, Cream",FALSE,1.4
659,COF0659,Masala Chai,316.12,169,Cinnamon,Iced,Small,196,"Ice, Milk, Tea Leaves",TRUE,1.5
660,COF0660,Macchiato,275.81,63,None,Blended,Medium,103,"Milk, Tea Leaves, Spices",FALSE,3.7
661,COF0661,Iced Latte,323.07,168,Chocolate,Blended,Large,344,"Chocolate, Sugar, Milk, Coffee Beans, Cream",FALSE,1.2
662,COF0662,Americano,174.1,91,Vanilla,Iced,Medium,155,"Milk, Coffee Beans, Chocolate",FALSE,1.2
663,COF0663,Americano,346.52,106,Vanilla,Iced,Medium,335,"Milk, Sugar, Cream",TRUE,2
664,COF0664,Frappuccino,307.2,46,None,Blended,Large,437,"Milk, Ice, Chocolate, Cream",TRUE,2.5
665,COF0665,Masala Chai,375.18,105,Mint,Blended,Medium,150,"Tea Leaves, Coffee Beans, Milk, Spices, Cream",FALSE,2
666,COF0666,Macchiato,106.55,149,Hazelnut,Iced,Medium,410,"Spices, Ice",FALSE,2.1
667,COF0667,Americano,211.27,121,Cinnamon,Cold,Large,184,"Spices, Chocolate",FALSE,2.8
668,COF0668,Americano,114.81,138,Cinnamon,Cold,Medium,146,"Tea Leaves, Ice, Sugar, Cream, Coffee Beans",TRUE,3.9
669,COF0669,Latte,156.22,131,None,Hot,Medium,449,"Sugar, Spices",FALSE,5
670,COF0670,Frappuccino,89.85,64,Hazelnut,Hot,Large,226,"Tea Leaves, Coffee Beans, Cream, Chocolate, Sugar",TRUE,4
671,COF0671,Choco Frappe,461.97,97,Vanilla,Blended,Medium,274,"Chocolate, Sugar, Tea Leaves, Cream, Milk",FALSE,3.5
672,COF0672,Macchiato,497.58,13,None,Blended,Medium,312,"Sugar, Spices, Ice",TRUE,1.4
673,COF0673,Cappuccino,55.57,111,Vanilla,Cold,Large,188,"Milk, Sugar",FALSE,3.1
674,COF0674,Espresso,82.17,102,Vanilla,Blended,Medium,335,"Ice, Cream",FALSE,1.1
675,COF0675,Espresso,491.56,46,Cinnamon,Iced,Small,169,"Tea Leaves, Cream, Coffee Beans, Ice",TRUE,3.9
676,COF0676,Frappuccino,247.45,67,Mint,Blended,Small,194,"Spices, Cream, Milk, Ice, Coffee Beans",FALSE,1
677,COF0677,Choco Frappe,371.75,51,Hazelnut,Blended,Small,435,"Milk, Cream",TRUE,2.3
678,COF0678,Choco Frappe,148.55,113,Chocolate,Hot,Large,335,"Milk, Tea Leaves, Cream, Spices",TRUE,3.7
679,COF0679,Cappuccino,72.1,103,Vanilla,Iced,Small,424,"Coffee Beans, Milk, Spices, Cream",TRUE,2.9
680,COF0680,Mocha,398.63,39,Vanilla,Cold,Small,133,"Coffee Beans, Spices, Ice",FALSE,1.6
681,COF0681,Macchiato,137.79,59,None,Blended,Small,350,"Spices, Ice, Tea Leaves, Chocolate",FALSE,2.7
682,COF0682,Iced Latte,148.86,176,Hazelnut,Hot,Large,261,"Cream, Ice",FALSE,4.4
683,COF0683,Frappuccino,300.4,57,Caramel,Blended,Small,186,"Tea Leaves, Ice, Spices, Coffee Beans, Chocolate",FALSE,3.6
684,COF0684,Masala Chai,120.39,73,Chocolate,Blended,Large,260,"Sugar, Spices, Milk, Chocolate",TRUE,3.4
685,COF0685,Mocha,230.82,132,Mint,Cold,Large,221,"Sugar, Tea Leaves",TRUE,1.6
686,COF0686,Mocha,271.76,41,Hazelnut,Blended,Small,321,"Cream, Milk, Tea Leaves",FALSE,4.2
687,COF0687,Mocha,50.86,30,None,Blended,Small,289,"Milk, Chocolate, Coffee Beans, Tea Leaves",FALSE,4
688,COF0688,Latte,154.55,184,Cinnamon,Blended,Small,280,"Milk, Spices, Sugar, Tea Leaves",TRUE,1.7
689,COF0689,Frappuccino,72.1,90,Vanilla,Cold,Large,255,"Ice, Spices, Cream, Coffee Beans",TRUE,3.4
690,COF0690,Frappuccino,392.4,133,Hazelnut,Hot,Small,415,"Spices, Sugar, Ice, Coffee Beans",FALSE,3.4
691,COF0691,Masala Chai,363.58,163,Caramel,Cold,Medium,171,"Cream, Ice",FALSE,1.7
692,COF0692,Frappuccino,492.8,109,Mint,Cold,Medium,334,"Sugar, Coffee Beans",TRUE,3.8
693,COF0693,Choco Frappe,71.17,31,Hazelnut,Cold,Small,215,"Cream, Ice, Milk, Tea Leaves",FALSE,4.5
694,COF0694,Espresso,74.69,174,Caramel,Cold,Large,155,"Chocolate, Sugar, Tea Leaves, Milk",TRUE,4.7
695,COF0695,Americano,492.49,112,Hazelnut,Iced,Large,311,"Cream, Spices",FALSE,3.4
696,COF0696,Choco Frappe,271.34,127,Hazelnut,Iced,Medium,401,"Coffee Beans, Chocolate, Spices, Cream",FALSE,4.2
697,COF0697,Latte,332.84,163,Hazelnut,Iced,Large,113,"Chocolate, Coffee Beans, Tea Leaves",FALSE,1.8
698,COF0698,Americano,126.71,72,Hazelnut,Iced,Medium,305,"Spices, Ice",FALSE,4.7
699,COF0699,Choco Frappe,214.05,182,Caramel,Cold,Small,215,"Tea Leaves, Coffee Beans, Sugar",TRUE,4.9
700,COF0700,Latte,276.22,185,Caramel,Iced,Medium,492,"Chocolate, Spices, Cream, Ice, Coffee Beans",FALSE,2.1
701,COF0701,Frappuccino,195.43,179,Cinnamon,Iced,Medium,235,"Tea Leaves, Milk, Sugar",TRUE,2.5
702,COF0702,Frappuccino,456.36,83,Caramel,Blended,Small,282,"Ice, Cream, Milk, Tea Leaves",FALSE,3.6
703,COF0703,Latte,389.74,73,Cardamom,Blended,Large,322,"Cream, Tea Leaves, Milk, Coffee Beans",FALSE,1.2
704,COF0704,Frappuccino,226.97,124,None,Cold,Large,146,"Milk, Sugar, Chocolate, Ice",FALSE,4.8
705,COF0705,Cappuccino,429.22,191,Cardamom,Cold,Large,493,"Sugar, Ice",FALSE,2.8
706,COF0706,Macchiato,108.11,175,Cinnamon,Iced,Medium,420,"Milk, Sugar, Tea Leaves",TRUE,2.5
707,COF0707,Masala Chai,272.58,145,Vanilla,Cold,Medium,232,"Chocolate, Sugar, Coffee Beans",FALSE,3.5
708,COF0708,Espresso,210.28,64,Mint,Cold,Medium,492,"Sugar, Cream, Tea Leaves",FALSE,1.2
709,COF0709,Cappuccino,107.25,144,Caramel,Hot,Small,241,"Cream, Milk, Spices",TRUE,1.8
710,COF0710,Latte,58.1,134,Mint,Hot,Small,442,"Milk, Cream, Sugar, Ice, Spices",TRUE,4.2
711,COF0711,Cappuccino,363.5,71,Hazelnut,Iced,Small,441,"Milk, Ice, Cream",FALSE,3.7
712,COF0712,Masala Chai,223.68,121,Chocolate,Cold,Medium,413,"Chocolate, Cream, Ice, Tea Leaves",TRUE,3.7
713,COF0713,Frappuccino,192.46,64,Vanilla,Iced,Medium,205,"Coffee Beans, Ice, Spices, Tea Leaves",FALSE,4.5
714,COF0714,Espresso,106.57,74,None,Blended,Medium,212,"Chocolate, Spices, Tea Leaves, Sugar, Milk",FALSE,4.4
715,COF0715,Macchiato,89.26,48,Mint,Iced,Medium,455,"Tea Leaves, Chocolate, Ice",FALSE,4.6
716,COF0716,Masala Chai,425.35,183,Hazelnut,Iced,Large,143,"Ice, Tea Leaves, Cream",TRUE,4.4
717,COF0717,Mocha,102.25,126,Cinnamon,Hot,Small,115,"Spices, Milk",FALSE,2.8
718,COF0718,Latte,239.34,105,None,Cold,Small,337,"Milk, Chocolate, Tea Leaves",FALSE,2.6
719,COF0719,Choco Frappe,64.04,23,Cardamom,Hot,Large,220,"Chocolate, Sugar",TRUE,2.2
720,COF0720,Americano,335.66,159,Mint,Iced,Medium,454,"Cream, Milk, Chocolate, Spices",FALSE,2.5
721,COF0721,Macchiato,85.33,37,None,Hot,Small,332,"Milk, Ice, Sugar, Spices",TRUE,3.9
722,COF0722,Iced Latte,310.89,116,Cinnamon,Hot,Medium,108,"Sugar, Tea Leaves",FALSE,2.7
723,COF0723,Americano,128.24,22,Cinnamon,Blended,Medium,452,"Ice, Cream",TRUE,4.1
724,COF0724,Espresso,218.85,154,Cardamom,Iced,Large,233,"Ice, Cream, Chocolate, Milk, Coffee Beans",FALSE,3.7
725,COF0725,Latte,98.09,134,Cinnamon,Cold,Medium,372,"Chocolate, Coffee Beans, Spices",FALSE,1.4
726,COF0726,Macchiato,110.69,182,Cardamom,Iced,Medium,176,"Coffee Beans, Chocolate, Ice, Cream",FALSE,1.4
727,COF0727,Iced Latte,174.15,107,Hazelnut,Hot,Medium,323,"Spices, Cream",TRUE,1.3
728,COF0728,Espresso,113.55,170,Vanilla,Blended,Small,421,"Ice, Spices, Coffee Beans",TRUE,3.3
729,COF0729,Mocha,368.68,115,None,Blended,Small,148,"Milk, Spices, Sugar",TRUE,1.4
730,COF0730,Masala Chai,444.91,11,Cardamom,Cold,Small,497,"Sugar, Ice, Cream, Spices, Chocolate",TRUE,3.2
731,COF0731,Macchiato,469.18,31,None,Hot,Large,252,"Sugar, Coffee Beans",FALSE,2
732,COF0732,Masala Chai,457.62,80,Cardamom,Hot,Medium,292,"Milk, Ice",FALSE,2.5
733,COF0733,Latte,449.29,42,None,Cold,Medium,194,"Sugar, Ice, Coffee Beans, Chocolate",TRUE,2.2
734,COF0734,Iced Latte,480.39,72,Chocolate,Hot,Small,411,"Spices, Milk, Chocolate, Coffee Beans",TRUE,4.5
735,COF0735,Choco Frappe,265.38,112,Vanilla,Hot,Medium,132,"Ice, Sugar",TRUE,3.9
736,COF0736,Espresso,388.55,157,None,Hot,Large,369,"Spices, Chocolate, Milk",TRUE,3.2
737,COF0737,Cappuccino,58.05,198,None,Hot,Small,185,"Tea Leaves, Spices",FALSE,3.1
738,COF0738,Cappuccino,188.92,82,Caramel,Cold,Large,196,"Coffee Beans, Spices",FALSE,1.4
